Image_ID,Class
frame213.jpg,1
frame214.jpg,1
frame215.jpg,1
frame216.jpg,1
frame217.jpg,1
frame218.jpg,0
frame219.jpg,0
frame220.jpg,0
frame221.jpg,0
frame222.jpg,0
frame223.jpg,1
frame224.jpg,1
frame225.jpg,1
frame226.jpg,1
frame227.jpg,1
frame228.jpg,1
frame229.jpg,1
frame230.jpg,0
frame231.jpg,0
frame232.jpg,0
frame233.jpg,1
frame234.jpg,1
frame235.jpg,0
frame236.jpg,0
frame237.jpg,0
frame238.jpg,0
frame239.jpg,0
frame240.jpg,0
frame241.jpg,1
frame242.jpg,1
frame243.jpg,1
frame244.jpg,1
frame245.jpg,1
frame246.jpg,1
frame247.jpg,0
frame248.jpg,0
frame249.jpg,0
frame250.jpg,0
frame251.jpg,1
frame252.jpg,1
frame253.jpg,1
frame254.jpg,1
frame255.jpg,1
frame256.jpg,1
frame257.jpg,1
frame258.jpg,1
frame259.jpg,1
frame260.jpg,1
frame261.jpg,1
frame262.jpg,1
frame263.jpg,1
frame264.jpg,1
frame265.jpg,1
frame266.jpg,1
frame267.jpg,1
frame268.jpg,1
frame269.jpg,0
frame270.jpg,0
frame271.jpg,0
frame272.jpg,0
frame273.jpg,0
frame274.jpg,0
frame275.jpg,0
frame276.jpg,0
frame277.jpg,0
frame278.jpg,0
frame279.jpg,0
frame280.jpg,1
frame281.jpg,1
frame282.jpg,1
frame283.jpg,1
frame284.jpg,1
frame285.jpg,1
frame286.jpg,0
frame287.jpg,1
frame288.jpg,1
frame289.jpg,1
frame290.jpg,0
frame291.jpg,0
frame292.jpg,1
frame293.jpg,1
frame294.jpg,1
frame295.jpg,1
frame296.jpg,1
frame297.jpg,1
